         1510453 function calls (1509059 primitive calls) in 22.541 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 reduce.py:6(_DimReduceFunction)
        1    0.000    0.000    0.000    0.000 reduce.py:73(_SelectionFunction)
        1    0.001    0.001    0.004    0.004 reduction.py:36(<module>)
        1    0.000    0.000    0.000    0.000 reduction.py:91(_reset)
        1    0.000    0.000    0.004    0.004 reductions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reductions.py:126(init_reductions)
        1    0.000    0.000    0.000    0.000 reductions.py:18(StorageRef)
        1    0.000    0.000    0.000    0.000 replicate.py:1(<module>)
        1    0.000    0.000    0.001    0.001 result.py:1(<module>)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        1    0.000    0.000    0.000    0.000 rmsprop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rmsprop.py:4(RMSprop)
        3    0.001    0.000    0.001    0.000 rnn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rnn.py:122(RNN)
        1    0.000    0.000    0.000    0.000 rnn.py:148(CudnnRNN)
        1    0.000    0.000    0.000    0.000 rnn.py:189(LSTM)
        1    0.000    0.000    0.000    0.000 rnn.py:20(Unserializable)
        1    0.000    0.000    0.000    0.000 rnn.py:256(GRU)
        1    0.000    0.000    0.000    0.000 rnn.py:314(RNNCellBase)
        1    0.000    0.000    0.000    0.000 rnn.py:326(RNNCell)
        1    0.000    0.000    0.000    0.000 rnn.py:402(LSTMCell)
        1    0.000    0.000    0.000    0.000 rnn.py:476(GRUCell)
        1    0.000    0.000    0.000    0.000 rnn.py:8(RNNBase)
        1    0.000    0.000    0.000    0.000 rprop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rprop.py:5(Rprop)
        1    0.000    0.000    0.001    0.001 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 sampler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sampler.py:22(SequentialSampler)
        1    0.000    0.000    0.000    0.000 sampler.py:39(RandomSampler)
        1    0.000    0.000    0.000    0.000 sampler.py:4(Sampler)
        1    0.000    0.000    0.002    0.002 scanner.py:2(<module>)
        1    0.000    0.000    0.000    0.000 scatter_gather.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        1    0.001    0.001    0.038    0.038 serialization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 serialization.py:25(SourceChangeWarning)
        2    0.000    0.000    0.000    0.000 serialization.py:49(register_package)
        1    0.000    0.000    0.000    0.000 sgd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sgd.py:4(SGD)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:31(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:34(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:38(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 socket.py:171(_closedsocket)
        1    0.000    0.000    0.000    0.000 socket.py:183(_socketobject)
        1    0.000    0.000    0.000    0.000 socket.py:239(_fileobject)
        1    0.002    0.002    0.003    0.003 socket.py:45(<module>)
        2    0.000    0.000    0.000    0.000 sparse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sparse.py:7(Embedding)
        1    0.000    0.000    0.000    0.000 sparse.py:9(Embedding)
       66    0.000    0.000    0.000    0.000 sre_compile.py:101(fixup)
      189    0.001    0.000    0.006    0.000 sre_compile.py:228(_compile_charset)
      189    0.002    0.000    0.004    0.000 sre_compile.py:256(_optimize_charset)
       34    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
      212    0.001    0.000    0.001    0.000 sre_compile.py:428(_simple)
       36    0.000    0.000    0.005    0.000 sre_compile.py:433(_compile_info)
       72    0.000    0.000    0.000    0.000 sre_compile.py:546(isstring)
       36    0.000    0.000    0.024    0.001 sre_compile.py:552(_code)
       36    0.000    0.000    0.055    0.002 sre_compile.py:567(compile)
   451/36    0.007    0.000    0.020    0.001 sre_compile.py:64(_compile)
      978    0.001    0.000    0.002    0.000 sre_parse.py:137(__len__)
     1999    0.004    0.000    0.006    0.000 sre_parse.py:141(__getitem__)
      212    0.000    0.000    0.000    0.000 sre_parse.py:145(__setitem__)
      708    0.001    0.000    0.002    0.000 sre_parse.py:149(append)
  661/248    0.003    0.000    0.004    0.000 sre_parse.py:151(getwidth)
       36    0.000    0.000    0.000    0.000 sre_parse.py:189(__init__)
     1848    0.005    0.000    0.007    0.000 sre_parse.py:193(__next)
     1275    0.001    0.000    0.003    0.000 sre_parse.py:206(match)
     1521    0.003    0.000    0.009    0.000 sre_parse.py:212(get)
       24    0.000    0.000    0.000    0.000 sre_parse.py:221(isident)
        2    0.000    0.000    0.000    0.000 sre_parse.py:224(isdigit)
        4    0.000    0.000    0.000    0.000 sre_parse.py:227(isname)
       81    0.000    0.000    0.000    0.000 sre_parse.py:236(_class_escape)
      125    0.000    0.000    0.001    0.000 sre_parse.py:268(_escape)
   141/36    0.001    0.000    0.030    0.001 sre_parse.py:317(_parse_sub)
   205/38    0.008    0.000    0.029    0.001 sre_parse.py:395(_parse)
       36    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
       36    0.000    0.000    0.030    0.001 sre_parse.py:706(parse)
       81    0.000    0.000    0.000    0.000 sre_parse.py:74(opengroup)
       81    0.000    0.000    0.000    0.000 sre_parse.py:85(closegroup)
      451    0.001    0.000    0.001    0.000 sre_parse.py:92(__init__)
       30    0.000    0.000    0.000    0.000 stat.py:24(S_IFMT)
       20    0.000    0.000    0.000    0.000 stat.py:40(S_ISDIR)
       10    0.000    0.000    0.000    0.000 stat.py:49(S_ISREG)
        1    0.000    0.000    0.000    0.000 stochastic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stochastic.py:38(Bernoulli)
        1    0.000    0.000    0.000    0.000 stochastic.py:52(Normal)
        1    0.000    0.000    0.000    0.000 stochastic.py:8(Multinomial)
        1    0.000    0.000    0.000    0.000 stochastic_function.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stochastic_function.py:6(StochasticFunction)
        1    0.000    0.000    0.000    0.000 storage.py:1(<module>)
        1    0.000    0.000    0.000    0.000 storage.py:5(_StorageBase)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:10(CudaError)
        1    0.000    0.000    0.000    0.000 streams.py:100(EventHandle)
        1    0.000    0.000    0.000    0.000 streams.py:105(Event)
        1    0.000    0.000    0.000    0.000 streams.py:22(Stream)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:293(Popen)
        1    0.001    0.001    0.002    0.002 subprocess.py:31(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:44(CalledProcessError)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:299(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        1    0.000    0.000    0.000    0.000 synchronize.py:108(Semaphore)
        1    0.000    0.000    0.000    0.000 synchronize.py:127(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 synchronize.py:144(Lock)
        1    0.000    0.000    0.000    0.000 synchronize.py:169(RLock)
        1    0.000    0.000    0.000    0.000 synchronize.py:195(Condition)
        1    0.000    0.000    0.000    0.000 synchronize.py:299(Event)
        1    0.000    0.000    0.000    0.000 synchronize.py:36(<module>)
        1    0.000    0.000    0.000    0.000 synchronize.py:72(SemLock)
        1    0.000    0.000    0.000    0.000 tarfile.py:1487(TarFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:2481(TarIter)
        1    0.000    0.000    0.000    0.000 tarfile.py:2520(_section)
        1    0.000    0.000    0.000    0.000 tarfile.py:2529(_data)
        1    0.000    0.000    0.000    0.000 tarfile.py:2536(_hole)
        1    0.000    0.000    0.000    0.000 tarfile.py:2541(_ringbuffer)
        1    0.000    0.000    0.000    0.000 tarfile.py:2567(TarFileCompat)
        1    0.000    0.000    0.001    0.001 tarfile.py:30(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:326(TarError)
        1    0.000    0.000    0.000    0.000 tarfile.py:329(ExtractError)
        1    0.000    0.000    0.000    0.000 tarfile.py:332(ReadError)
        1    0.000    0.000    0.000    0.000 tarfile.py:335(CompressionError)
        1    0.000    0.000    0.000    0.000 tarfile.py:338(StreamError)
        1    0.000    0.000    0.000    0.000 tarfile.py:341(HeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:344(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:347(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:350(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:353(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:356(SubsequentHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:363(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:387(_Stream)
        1    0.000    0.000    0.000    0.000 tarfile.py:622(_StreamProxy)
        1    0.000    0.000    0.000    0.000 tarfile.py:646(_BZ2Proxy)
        1    0.000    0.000    0.000    0.000 tarfile.py:711(_FileInFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:793(ExFileObject)
        1    0.000    0.000    0.000    0.000 tarfile.py:924(TarInfo)
        1    0.000    0.000    0.000    0.000 tempfile.py:108(_RandomNameSequence)
        1    0.001    0.001    0.008    0.008 tempfile.py:18(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:383(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:519(SpooledTemporaryFile)
        2    0.001    0.000    0.001    0.000 tensor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tensor.py:105(Expand)
        1    0.000    0.000    0.000    0.000 tensor.py:127(Type)
    11928    0.054    0.000    0.267    0.000 tensor.py:132(__iter__)
    40345    0.062    0.000    0.122    0.000 tensor.py:133(<lambda>)
        1    0.000    0.000    0.000    0.000 tensor.py:142(CudaTransfer)
        1    0.000    0.000    0.000    0.000 tensor.py:166(Permute)
        1    0.000    0.000    0.000    0.000 tensor.py:184(IndexAdd)
        1    0.000    0.000    0.000    0.000 tensor.py:213(IndexCopy)
        1    0.000    0.000    0.000    0.000 tensor.py:244(IndexFill)
        1    0.000    0.000    0.000    0.000 tensor.py:27(SetItem)
        1    0.000    0.000    0.000    0.000 tensor.py:271(IndexSelect)
        1    0.000    0.000    0.000    0.000 tensor.py:297(Concat)
      256    0.001    0.000    0.003    0.000 tensor.py:310(__sub__)
        1    0.000    0.000    0.000    0.000 tensor.py:312(Resize)
        1    0.000    0.000    0.000    0.000 tensor.py:337(Clone)
        1    0.000    0.000    0.000    0.000 tensor.py:346(Squeeze)
      256    0.001    0.000    0.002    0.000 tensor.py:349(__div__)
      256    0.001    0.000    0.019    0.000 tensor.py:36(float)
        1    0.000    0.000    0.000    0.000 tensor.py:367(Unsqueeze)
        1    0.000    0.000    0.000    0.000 tensor.py:382(MaskedCopy)
        1    0.000    0.000    0.000    0.000 tensor.py:404(MaskedFill)
        1    0.000    0.000    0.000    0.000 tensor.py:428(MaskedSelect)
        1    0.000    0.000    0.000    0.000 tensor.py:447(_MultiSelectionFunction)
        1    0.000    0.000    0.000    0.000 tensor.py:476(Sort)
        1    0.000    0.000    0.000    0.000 tensor.py:488(Topk)
        1    0.000    0.000    0.000    0.000 tensor.py:502(Chunk)
        1    0.000    0.000    0.000    0.000 tensor.py:525(Gather)
        1    0.000    0.000    0.000    0.000 tensor.py:53(NoGrad)
        1    0.000    0.000    0.000    0.000 tensor.py:544(Scatter)
        1    0.000    0.000    0.000    0.000 tensor.py:571(Repeat)
        1    0.000    0.000    0.000    0.000 tensor.py:7(_TensorBase)
        1    0.000    0.000    0.000    0.000 tensor.py:72(Transpose)
        1    0.000    0.000    0.000    0.000 tensor.py:8(Index)
        1    0.000    0.000    0.000    0.000 tensor.py:88(View)
        1    0.000    0.000    0.179    0.179 thnn.py:1(<module>)
        1    0.001    0.001    0.178    0.178 thnn.py:21(_initialize_backend)
        1    0.000    0.000    0.000    0.000 thnn.py:4(THNNFunctionBackend)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1049(_Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1079(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1081(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1088(_set_daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1119(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:114(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:1143(currentThread)
        1    0.000    0.000    0.000    0.000 threading.py:125(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:132(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:147(acquire)
        1    0.000    0.000    0.000    0.000 threading.py:187(release)
        2    0.000    0.000    0.000    0.000 threading.py:242(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:255(_Condition)
        2    0.000    0.000    0.000    0.000 threading.py:260(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:285(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:288(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:300(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:373(notify)
        1    0.000    0.000    0.000    0.000 threading.py:400(notifyAll)
        1    0.000    0.000    0.000    0.000 threading.py:423(_Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:515(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:542(Event)
        1    0.000    0.000    0.000    0.000 threading.py:552(_Event)
        1    0.000    0.000    0.000    0.000 threading.py:561(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:57(_Verbose)
        1    0.000    0.000    0.000    0.000 threading.py:576(set)
        5    0.000    0.000    0.000    0.000 threading.py:59(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:631(Thread)
        3    0.000    0.000    0.000    0.000 threading.py:64(_note)
        1    0.000    0.000    0.000    0.000 threading.py:647(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:780(_set_ident)
        1    0.000    0.000    0.000    0.000 timer.py:10(Timer)
        1    0.000    0.000    0.000    0.000 timer.py:8(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:146(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:148(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:179(Untokenizer)
        1    0.000    0.000    0.030    0.030 tokenize.py:23(<module>)
       19    0.000    0.000    0.000    0.000 tokenize.py:45(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:46(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:47(maybe)
        1    0.009    0.009   22.542   22.542 train_predifined_net.py:1(<module>)
        1    0.001    0.001    0.007    0.007 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:105(ToPILImage)
        1    0.000    0.000    0.000    0.000 transforms.py:127(Compose)
        2    0.000    0.000    0.000    0.000 transforms.py:143(__init__)
    12184    0.102    0.000    2.498    0.000 transforms.py:146(__call__)
        1    0.000    0.000    0.000    0.000 transforms.py:15(ToTensor)
        1    0.000    0.000    0.000    0.000 transforms.py:159(PickInstances)
        1    0.000    0.000    0.000    0.000 transforms.py:170(__init__)
    11928    0.068    0.000    0.094    0.000 transforms.py:182(__call__)
        1    0.000    0.000    0.000    0.000 transforms.py:192(AddPerturbedBoxes)
        1    0.000    0.000    0.000    0.000 transforms.py:218(__init__)
    11928    0.371    0.000    1.289    0.000 transforms.py:225(__call__)
    12184    0.053    0.000    0.207    0.000 transforms.py:24(__call__)
        1    0.000    0.000    0.000    0.000 transforms.py:249(ValidateMinMaxBoxes)
        1    0.000    0.000    0.000    0.000 transforms.py:264(__init__)
    11928    0.089    0.000    0.115    0.000 transforms.py:271(__call__)
        1    0.000    0.000    0.000    0.000 transforms.py:322(AddBackgroundBoxes)
        1    0.000    0.000    0.000    0.000 transforms.py:343(__init__)
    11928    0.149    0.000    0.464    0.000 transforms.py:349(__call__)
        1    0.000    0.000    0.000    0.000 transforms.py:379(MakeIdsConsecutive)
        1    0.000    0.000    0.000    0.000 transforms.py:386(__init__)
    11928    0.062    0.000    0.165    0.000 transforms.py:399(__call__)
        1    0.000    0.000    0.000    0.000 transforms.py:420(ResizeImage)
        1    0.000    0.000    0.000    0.000 transforms.py:434(__init__)
      256    0.012    0.000    0.036    0.000 transforms.py:451(__call__)
        1    0.000    0.000    0.000    0.000 transforms.py:487(CombineInstances)
        1    0.000    0.000    0.000    0.000 transforms.py:49(ToNumpy)
        1    0.000    0.000    0.000    0.000 transforms.py:498(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:513(AddRandomBoxes)
        1    0.000    0.000    0.000    0.000 transforms.py:66(BGRToRGB)
        1    0.000    0.000    0.000    0.000 transforms.py:82(NormalizePlusMinusOne)
      256    0.003    0.000    0.027    0.000 transforms.py:89(__call__)
        1    0.000    0.000    0.000    0.000 transforms.py:93(DenormalizePlusMinusOne)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.054    0.054 type_check.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:13(Codec)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:24(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:28(StreamWriter)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:31(StreamReader)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:36(getregentry)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:8(<module>)
        2    0.000    0.000    0.000    0.000 upsampling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 upsampling.py:23(UpsamplingNearest2d)
        1    0.000    0.000    0.000    0.000 upsampling.py:27(UpsamplingNearest2d)
        1    0.000    0.000    0.000    0.000 upsampling.py:65(UpsamplingBilinear2d)
        1    0.000    0.000    0.000    0.000 upsampling.py:72(UpsamplingBilinear2d)
        1    0.000    0.000    0.000    0.000 upsampling.py:8(_UpsamplingBase)
        1    0.000    0.000    0.000    0.000 upsampling.py:9(_UpsamplingBase)
        1    0.000    0.000    0.001    0.001 util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 util.py:161(register_after_fork)
        1    0.000    0.000    0.000    0.000 util.py:172(Finalize)
        1    0.000    0.000    0.000    0.000 util.py:336(ForkAwareThreadLock)
        1    0.000    0.000    0.000    0.000 util.py:346(ForkAwareLocal)
        1    0.001    0.001    0.003    0.003 util.py:35(<module>)
        3    0.000    0.000    0.001    0.000 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1002(SafeEval)
        3    0.000    0.000    0.000    0.000 utils.py:117(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:14(THNNBackendBase)
        1    0.000    0.000    0.000    0.000 utils.py:1580(WarningMessage)
        1    0.000    0.000    0.000    0.000 utils.py:1612(WarningManager)
        1    0.000    0.000    0.000    0.000 utils.py:1841(IgnoreException)
        1    0.000    0.000    0.000    0.000 utils.py:1881(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 utils.py:36(Function)
        1    0.000    0.000    0.000    0.000 utils.py:37(KnownFailureException)
      437    0.000    0.000    0.000    0.000 utils.py:38(__init__)
        1    0.001    0.001    0.011    0.011 utils.py:4(<module>)
     3786    0.009    0.000    0.014    0.000 utils.py:42(add_argument)
        4    0.000    0.000    0.000    0.000 utils.py:5(_ntuple)
        1    0.000    0.000    0.000    0.000 utils.py:50(Argument)
        3    0.000    0.000    0.000    0.000 utils.py:51(_set_function_name)
     3786    0.005    0.000    0.005    0.000 utils.py:52(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:56(_Deprecate)
        3    0.024    0.008    0.142    0.047 utils.py:61(parse_header)
     3843    0.005    0.000    0.008    0.000 utils.py:66(<lambda>)
     3548    0.005    0.000    0.008    0.000 utils.py:68(<lambda>)
        3    0.000    0.000    0.000    0.000 utils.py:68(__init__)
     3548    0.008    0.000    0.014    0.000 utils.py:70(<lambda>)
     3548    0.009    0.000    0.015    0.000 utils.py:72(<lambda>)
        3    0.000    0.000    0.000    0.000 utils.py:73(__call__)
     3548    0.006    0.000    0.009    0.000 utils.py:74(<lambda>)
     4227    0.006    0.000    0.009    0.000 utils.py:83(<lambda>)
     4227    0.003    0.000    0.003    0.000 utils.py:85(<lambda>)
        1    0.001    0.001    0.006    0.006 variable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 variable.py:844(_torch)
        1    0.000    0.000    0.000    0.000 variable.py:9(Variable)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:340(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:361(__enter__)
        1    0.000    0.000    0.000    0.000 warnings.py:377(__exit__)
        5    0.000    0.000    0.002    0.000 warnings.py:67(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:96(simplefilter)
        2    0.000    0.000    0.000    0.000 weakref.py:105(__setitem__)
        2    0.000    0.000    0.000    0.000 weakref.py:277(__new__)
        2    0.000    0.000    0.000    0.000 weakref.py:282(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:297(__init__)
        3    0.000    0.000    0.000    0.000 weakref.py:47(__init__)
      533    0.002    0.000    0.002    0.000 {__import__}
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {_ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 {_ctypes.set_conversion_mode}
       50    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha512}
       36    0.000    0.000    0.000    0.000 {_sre.compile}
      154    0.000    0.000    0.000    0.000 {_sre.getlower}
       18    0.000    0.000    0.000    0.000 {_struct.calcsize}
        2    0.000    0.000    0.000    0.000 {_struct.unpack}
       38    0.000    0.000    0.001    0.000 {all}
        1    0.000    0.000    0.000    0.000 {any}
        1    0.000    0.000    0.000    0.000 {binascii.hexlify}
       19    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x7ff7e6bcf4c0}
      544    0.000    0.000    0.000    0.000 {chr}
        5    0.000    0.000    0.000    0.000 {dir}
        6    0.006    0.001    0.017    0.003 {filter}
        1    0.001    0.001    0.001    0.001 {function seed at 0x7ff7b50889b0}
    13653    0.010    0.000    0.010    0.000 {getattr}
      348    0.000    0.000    0.000    0.000 {globals}
      160    0.000    0.000    0.000    0.000 {hasattr}
        2    0.000    0.000    0.000    0.000 {id}
      256   18.693    0.073   18.693    0.073 {imread}
43249/43248    0.046    0.000    0.102    0.000 {isinstance}
    89/61    0.000    0.000    0.001    0.000 {issubclass}
    11928    0.008    0.000    0.008    0.000 {iter}
55947/55687    0.035    0.000    0.036    0.000 {len}
        1    0.000    0.000    0.000    0.000 {locals}
    11955    0.062    0.000    0.267    0.000 {map}
        1    0.000    0.000    0.000    0.000 {math.exp}
        2    0.000    0.000    0.000    0.000 {math.log}
        1    0.000    0.000    0.000    0.000 {math.sqrt}
       98    0.000    0.000    0.000    0.000 {max}
       38    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'thread.lock' objects}
       20    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       20    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
      165    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
   229539    0.145    0.000    0.145    0.000 {method 'append' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
      256    0.010    0.000    0.010    0.000 {method 'copy_' of 'torch._C.FloatTensorBase' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      256    0.001    0.000    0.001    0.000 {method 'div' of 'torch._C.FloatTensorBase' objects}
       20    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
     1183    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
    11993    0.008    0.000    0.008    0.000 {method 'extend' of 'list' objects}
      653    0.001    0.000    0.001    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      117    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      525    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      252    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       38    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       56    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
       95    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       18    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      437    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      137    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
      256    0.001    0.000    0.006    0.000 {method 'max' of 'numpy.ndarray' objects}
     3700    0.003    0.000    0.003    0.000 {method 'partition' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
   212268    0.133    0.000    0.133    0.000 {method 'random' of '_random.Random' objects}
       13    0.002    0.000    0.002    0.000 {method 'read' of 'file' objects}
      256    0.005    0.000    0.005    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
       81    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       20    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       18    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       25    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
